Hour,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,258.1,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,140.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,132.6,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,54.25,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,140.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,54.25,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,54.25,140.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,54.25,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,54.25,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,77.6,155.0,140.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,92.85,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,54.25,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,54.25,54.25,140.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,54.25,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,54.25,140.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,54.25,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,54.25,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,92.85,140.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,54.25,140.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,54.25,54.25,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,77.6,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,140.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,155.0,155.0,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,15.2,155.0,155.0,350.0,0.0,0.0,0.0,15.2,0.0,0.0,15.2,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,15.2,50.0,50.0,50.0,155.0,155.0,350.0,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,315.0
8,0.0,0.0,0.0,0.00016667623872534953,68.9498333237608,68.95,0.0,0.0,0.0,0.0,0.0,0.0,76.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,76.0,155.0,155.0,350.0,0.0,0.0,76.0,76.0,0.0,0.0,15.2,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,76.0,50.0,50.0,50.0,155.0,155.0,350.0,0.0,0.0,58.85,76.0,76.0,0.0,0.0,76.0,15.2,0.0,0.0,25.0,68.95,68.95,68.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,350.0
9,0.0,0.0,0.0,180.00000580165232,71.34999999998726,68.95,0.0,0.0,0.0,0.0,0.0,0.0,76.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,76.0,155.0,155.0,350.0,0.0,0.0,76.0,76.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,68.95,180.0,68.95,0.0,0.0,2.399994198361526,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,50.0,50.0,50.0,76.0,50.0,50.0,50.0,155.0,155.0,350.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,0.0,25.0,197.0,68.95,68.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,350.0
